id,config,configLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JV5S3T19EAW34WFR0ECGTM54,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-05-13T17:34:19.177885-04:00,true,2025-05-13T17:34:19.186237-04:00,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2025-05-13T17:34:19.177885-04:00,running,2025-05-13T17:34:20.410752-04:00
