id,BATNA,BATNALastChangedAt,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,finished,finishedLastChangedAt,groupID,groupIDLastChangedAt,issues,issuesLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JGYBVMH3396QEABN0ERKQ7EE,"{""valueA"":90000,""valueB"":80000}",2025-01-06T12:51:11.429899-05:00,2,2025-01-06T12:51:11.406763-05:00,01JGYBVMGD9JE8AWN9163K05HV,2025-01-06T12:51:00.643091-05:00,true,2025-01-06T12:52:01.137081-05:00,end of game,2025-01-06T12:52:01.140222-05:00,true,2025-01-06T12:51:45.882961-05:00,01JGYBVMHGM23CWD43SB6RN4A1,2025-01-06T12:51:00.658947-05:00,"[{""name"":""salary"",""options"":[{""range"":[70000,80000],""valueA"":10,""valueB"":2},{""range"":[80001,90000],""valueA"":8,""valueB"":4},{""range"":[90001,100000],""valueA"":6,""valueB"":6},{""range"":[100001,110000],""valueA"":4,""valueB"":8},{""range"":[110001,120000],""valueA"":2,""valueB"":10}]}]",2025-01-06T12:51:11.429899-05:00,01JGYBVTRVAKA8Z61AD71AEQ76,2025-01-06T12:51:07.042984-05:00,4,2025-01-06T12:51:11.429899-05:00,null,2025-01-06T12:52:01.137081-05:00,true,2025-01-06T12:51:11.406763-05:00,true,2025-01-06T12:51:11.406763-05:00,ended,2025-01-06T12:52:01.140222-05:00,"{""playerCount"":2}",2025-01-06T12:51:00.643091-05:00,Two Players,2025-01-06T12:51:00.643091-05:00
