id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JGYBVMGD9JE8AWN9163K05HV,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-01-06T12:51:00.622028-05:00,all games finished,2025-01-06T12:52:01.142195-05:00,true,2025-01-06T12:51:00.642238-05:00,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-06T12:51:00.622028-05:00,ended,2025-01-06T12:52:01.142195-05:00
