id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JVC3R6JDABC6Q4T4KJWDFD3T,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-05-16T04:35:39.725944-04:00,all games finished,2025-05-16T04:48:38.908223-04:00,true,2025-05-16T04:35:39.744237-04:00,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2025-05-16T04:35:39.725944-04:00,ended,2025-05-16T04:48:38.908223-04:00
