id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JVNZ3CGSATJ9XWNQ9NAGHBVM,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-05-20T00:26:47.705658-04:00,all games finished,2025-05-20T00:39:48.899719-04:00,true,2025-05-20T00:26:47.72308-04:00,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2025-05-20T00:26:47.705658-04:00,ended,2025-05-20T00:39:48.899719-04:00
01JVNZ3HYVZ51SK1T4JY3ETW60,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-05-20T00:26:53.276034-04:00,all games finished,2025-05-20T00:40:41.542514-04:00,true,2025-05-20T00:26:53.291153-04:00,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2025-05-20T00:26:53.276034-04:00,ended,2025-05-20T00:40:41.542514-04:00
