id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JVBYJZQEBAR725R6N4VES5WD,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-05-16T03:05:25.998398-04:00,all games finished,2025-05-16T03:17:51.138363-04:00,true,2025-05-16T03:05:26.016462-04:00,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2025-05-16T03:05:25.998398-04:00,ended,2025-05-16T03:17:51.138363-04:00
