id,config,configLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JSJ3JMSG3E7SG9GRBX3T6JSN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-04-23T15:56:40.625005-04:00,true,2025-04-23T15:56:40.642383-04:00,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2025-04-23T15:56:40.625005-04:00,running,2025-04-23T15:56:41.595004-04:00
