id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,finished,finishedLastChangedAt,groupID,groupIDLastChangedAt,issues,issuesLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,previousOffers,previousOffersLastChangedAt,roundIndex,roundIndexLastChangedAt,roundindex,roundindexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JVBMHNAR5NR2TST62Y7DRP4C,2,2025-05-16T00:11:12.533587-04:00,01JVBMHNA90EKKKX609JT0733D,2025-05-16T00:09:56.824656-04:00,"[{""text"":""HI"",""sender"":{""id"":""01JVBMHXBZR4XGZEQ6E2ESYZ30"",""name"":""01JVBMHXBZR4XGZEQ6E2ESYZ30""}},{""text"":""HELL"",""sender"":{""id"":""01JVBMK8PW6W26ZNS87G9R4X6Y"",""name"":""01JVBMK8PW6W26ZNS87G9R4X6Y""}},{""text"":""RETHINK"",""sender"":{""id"":""01JVBMK8PW6W26ZNS87G9R4X6Y"",""name"":""01JVBMK8PW6W26ZNS87G9R4X6Y""}},{""text"":""AGREE"",""sender"":{""id"":""01JVBMHXBZR4XGZEQ6E2ESYZ30"",""name"":""01JVBMHXBZR4XGZEQ6E2ESYZ30""}}]",2025-05-16T00:21:03.158464-04:00,true,2025-05-16T00:22:42.996849-04:00,end of game,2025-05-16T00:22:43.000969-04:00,true,2025-05-16T00:22:42.987552-04:00,01JVBMHNB4JNDNC2ZXBT2G4EC3,2025-05-16T00:09:56.838301-04:00,"[{""name"":""salary"",""options"":[{""range"":[70000,80000],""valueA"":10,""valueB"":2},{""range"":[80001,90000],""valueA"":8,""valueB"":4},{""range"":[90001,100000],""valueA"":6,""valueB"":6},{""range"":[100001,110000],""valueA"":4,""valueB"":8},{""range"":[110001,120000],""valueA"":2,""valueB"":10}]},{""name"":""bonuses"",""options"":[{""range"":[0,5000],""valueA"":5,""valueB"":3},{""range"":[5001,10000],""valueA"":4,""valueB"":6},{""range"":[10001,15000],""valueA"":3,""valueB"":9},{""range"":[15001,20000],""valueA"":2,""valueB"":12},{""range"":[20001,25000],""valueA"":1,""valueB"":15}]},{""name"":""stockOptions"",""options"":[{""range"":[50000,60000],""valueA"":10,""valueB"":2},{""range"":[60001,70000],""valueA"":8,""valueB"":4},{""range"":[70001,80000],""valueA"":6,""valueB"":6},{""range"":[80001,90000],""valueA"":4,""valueB"":8},{""range"":[90001,100000],""valueA"":2,""valueB"":10}]},{""name"":""vacationDays"",""options"":[{""range"":[10,11],""valueA"":15,""valueB"":1},{""range"":[12,13],""valueA"":12,""valueB"":2},{""range"":[14,15],""valueA"":9,""valueB"":3},{""range"":[16,17],""valueA"":6,""valueB"":4},{""range"":[18,19],""valueA"":3,""valueB"":5}]}]",2025-05-16T00:11:12.557582-04:00,01JVBMJQ0S7YJV2D7H656GMXT8,2025-05-16T00:10:31.329672-04:00,"[{""round"":1},{""round"":2},{""round"":3},{""round"":4,""offers"":{""Hr"":{""salary"":90000,""bonuses"":10000,""stockOptions"":70000,""vacationDays"":13},""Employee"":{""salary"":100000,""bonuses"":20000,""stockOptions"":90000,""vacationDays"":15}}},{""round"":5},{""round"":6,""offers"":{""Hr"":{""salary"":100000,""bonuses"":15000,""stockOptions"":90000,""vacationDays"":12},""Employee"":{""salary"":100000,""bonuses"":15000,""stockOptions"":90000,""vacationDays"":12}}}]",2025-05-16T00:22:42.994364-04:00,5,2025-05-16T00:11:12.557582-04:00,6,2025-05-16T00:20:58.066011-04:00,null,2025-05-16T00:22:42.996849-04:00,true,2025-05-16T00:11:12.533587-04:00,true,2025-05-16T00:11:12.533587-04:00,ended,2025-05-16T00:22:43.000969-04:00,"{""playerCount"":2}",2025-05-16T00:09:56.824656-04:00,Two Players,2025-05-16T00:09:56.824656-04:00
