id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JVC00R1NFWVNPFH69VHEQFNS,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Two Players"",""desc"":""Two-player Game"",""factors"":{""playerCount"":2}},""count"":1}]}}",2025-05-16T03:30:25.461523-04:00,all games finished,2025-05-16T03:43:22.837412-04:00,true,2025-05-16T03:30:25.479578-04:00,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2025-05-16T03:30:25.461523-04:00,ended,2025-05-16T03:43:22.837412-04:00
